Date,Adj Close
2020-09-28,334.890015
2020-09-21,328.730011
2020-09-14,329.331696
2020-09-07,332.728088
2020-08-31,341.204163
2020-08-24,349.18222
2020-08-17,338.126495
2020-08-10,335.497009
2020-08-03,333.236084
2020-07-27,325.21814
2020-07-20,319.600647
2020-07-13,320.437286
2020-07-06,316.323761
2020-06-29,310.985138
2020-06-22,298.853699
2020-06-15,306.062592
2020-06-08,301.669586
2020-06-01,316.673218
2020-05-25,301.778687
2020-05-18,292.972839
2020-05-11,283.889343
2020-05-04,289.997894
2020-04-27,280.428467
2020-04-20,280.606964
2020-04-13,284.246307
2020-04-06,275.876801
2020-03-30,246.117416
2020-03-23,251.303726
2020-03-16,225.562943
2020-03-09,265.509674
2020-03-02,293.251556
2020-02-24,292.068542
2020-02-17,328.761963
2020-02-10,332.823669
2020-02-03,327.500061
2020-01-27,317.178192
2020-01-20,324.118561
2020-01-13,327.253632
2020-01-06,321.101868
2019-12-30,317.848572
2019-12-23,318.292175
2019-12-16,314.645386
2019-12-09,311.300049
2019-12-02,308.896515
2019-11-25,308.347168
2019-11-18,305.060699
2019-11-11,305.875
2019-11-04,303.079071
2019-10-28,300.332184
2019-10-21,295.878296
2019-10-14,292.317139
2019-10-07,290.65918
2019-09-30,288.765839
2019-09-23,289.795929
2019-09-16,291.276184
2019-09-09,294.020203
2019-09-02,291.051575
2019-08-26,285.583038
2019-08-19,278.161499
2019-08-12,282.067596
2019-08-05,284.772522
2019-07-29,285.749084
2019-07-22,294.918549
2019-07-15,290.19223
2019-07-08,293.590515
2019-07-01,291.451935
2019-06-24,286.120148
2019-06-17,285.707062
2019-06-10,281.100769
2019-06-03,279.536163
2019-05-27,267.505402
2019-05-20,274.803558
2019-05-13,277.777222
2019-05-06,279.973511
2019-04-29,285.736237
2019-04-22,285.133728
2019-04-15,281.839355
2019-04-08,281.975403
2019-04-01,280.430206
2019-03-25,274.512024
2019-03-18,271.373169
2019-03-11,272.176178
2019-03-04,265.548553
2019-02-25,271.315063
2019-02-18,270.076599
2019-02-11,268.364075
2019-02-04,261.688141
2019-01-28,261.291443
2019-01-21,257.150452
2019-01-14,257.808319
2019-01-07,250.571213
2018-12-31,244.19516
2018-12-24,239.705826
2018-12-17,231.532654
2018-12-10,250.549713
2018-12-03,253.531631
2018-11-26,265.15155
2018-11-19,253.223801
2018-11-12,263.304688
2018-11-05,267.181183
2018-10-29,261.53479
2018-10-22,255.224579
2018-10-15,265.728729
2018-10-08,265.440125
2018-10-01,276.858032
2018-09-24,279.647583
2018-09-17,279.603516
2018-09-10,278.540588
2018-09-03,275.39975
2018-08-27,277.994781
2018-08-20,275.313568
2018-08-13,272.967499
2018-08-06,271.148071
2018-07-30,271.569397
2018-07-23,269.481873
2018-07-16,267.815704
2018-07-09,267.729492
2018-07-02,263.73642
2018-06-25,259.772064
2018-06-18,263.085266
2018-06-11,264.187561
2018-06-04,265.198059
2018-05-28,260.822479
2018-05-21,259.440155
2018-05-14,258.658417
2018-05-07,260.107422
2018-04-30,253.59642
2018-04-23,254.111237
2018-04-16,254.158936
2018-04-09,252.767014
2018-04-02,247.590637
2018-03-26,250.860458
2018-03-19,245.998627
2018-03-12,260.351715
2018-03-05,264.785858
2018-02-26,255.490311
2018-02-19,260.835907
2018-02-12,259.316742
2018-02-05,248.293091
2018-01-29,261.538574
2018-01-22,272.106415
2018-01-15,266.248047
2018-01-08,263.88382
2018-01-01,259.611115
2017-12-25,253.382401
2017-12-18,253.999603
2017-12-11,251.763214
2017-12-04,250.818558
2017-11-27,249.82663
2017-11-20,245.953445
2017-11-13,243.591797
2017-11-06,243.809067
2017-10-30,244.1492
2017-10-23,243.450104
2017-10-16,242.883347
2017-10-09,240.84285
2017-10-02,240.294952
2017-09-25,237.328705
2017-09-18,235.637726
2017-09-11,234.239105
2017-09-04,231.785675
2017-08-28,232.970108
2017-08-21,229.886871
2017-08-14,228.147903
2017-08-07,229.473267
2017-07-31,232.565887
2017-07-24,232.095917
2017-07-17,232.067719
2017-07-10,230.826874
2017-07-03,227.583878
2017-06-26,227.292465
2017-06-19,228.542709
2017-06-12,226.975204
2017-06-05,227.695496
2017-05-29,228.406433
2017-05-22,226.105255
2017-05-15,222.924744
2017-05-08,223.551514
2017-05-01,224.225052
2017-04-24,222.709595
2017-04-17,219.444916
2017-04-10,217.499191
2017-04-03,220.015549
2017-03-27,220.520676
2017-03-20,218.762039
2017-03-13,220.766953
2017-03-06,221.381683
2017-02-27,222.0616
2017-02-20,220.496857
2017-02-13,218.960068
2017-02-06,215.625671
2017-01-30,213.604584
2017-01-23,213.259964
2017-01-16,211.182983
2017-01-09,211.471741
2017-01-02,211.620728
2016-12-26,208.193207
2016-12-19,210.223648
2016-12-12,208.371429
2016-12-05,209.732544
2016-11-28,203.408447
2016-11-21,205.112183
2016-11-14,202.315857
2016-11-07,200.389908
2016-10-31,193.102814
2016-10-24,196.797333
2016-10-17,198.130661
2016-10-10,197.334381
2016-10-03,199.112167
2016-09-26,200.278824
2016-09-19,199.991791
2016-09-12,196.572861
2016-09-05,196.48996
2016-08-29,201.179276
2016-08-22,200.18428
2016-08-15,201.335892
2016-08-08,201.262161
2016-08-01,201.004227
2016-07-25,200.027649
2016-07-18,200.138214
2016-07-11,198.839203
2016-07-04,195.909546
2016-06-27,193.394501
2016-06-20,187.240356
2016-06-13,189.277817
